,index,object,part,id,url,image,name,tags,thumbnail,objective,IC,AccessMeta,note
,,electrilcal outlet,general,4088052,https://www.thingiverse.com/thing:4088052,https://cdn.thingiverse.com/assets/35/d1/5b/99/81/card_preview_P1290085_cropped.JPG,Robust Power Strip Mount,"cable tie, eu plug, extension cord, extension cord holder, ikea, ikea koppla, mounting bracket, Power Cord, power strip, Power Strip Bracket, power strip clamp, Power Strip Holder, Power Strip Mount, Power Strip Workbench, robust, rugged, wall mount, workshop",,motor,3 electric_outlet__electric_outlet,constraint,not belong to first 50 entries
,,electrilcal outlet,general,5444424,https://www.thingiverse.com/thing:5444424,https://cdn.thingiverse.com/assets/db/c9/36/a1/68/card_preview_ac_outlet.jpeg,AC Outlet wall/roof holder (European),"AC Outlet, electrical outlet, holder, outlet",,motor,3 electric_outlet__electric_outlet,constraint,not belong to first 50 entries
,9,bag,type:plastic,26767,https://www.thingiverse.com/thing:26767,https://cdn.thingiverse.com/renders/e4/97/5d/e4/be/small_preview_card.jpg,Bag Holder - Shopping Handle,"3D, bag, bag carrier, carry, dining, groceries, handle, Helper, holder, house, household, kitchen, makerbot, shop, supermarket, tote",,motor,bag,actuation-operation,
,,bag,type:plastic,597043,https://www.thingiverse.com/thing:597043,https://cdn.thingiverse.com/renders/7b/2c/5a/eb/e6/IMGP0625_preview_card.jpg,Shopping Bag Handle,"bag, groceries, handle, shopping",,motor,bag,actuation-operation,
,,bag,type:backpack,1103082,https://www.thingiverse.com/thing:1103082,https://cdn.thingiverse.com/renders/ef/fa/1a/ff/96/IMG_4365_preview_card.JPG,Easy Zipper for Assistive Technology Challenge,"assistive, AssistiveTech, assistive technology, challenge, customizer, disable, disabled, easy, zypper",,motor,zipper,actuation-operation,
,,bag,general,3057298,https://www.thingiverse.com/thing:3057298,https://cdn.thingiverse.com/renders/21/c1/62/17/be/c7050f90df70433f3d04c62ec8875a24_preview_card.jpg,Assistive Technology - Bag Holder,"ALS, AssistiveTech, assistive device, assistive technology, bag carrier, bag holder, carrying, carrying bag, carrying aid, disabilities, disability, Disability aid, disabled, every day carry, wristcarrier, wrist rest",,motor,bag,actuation-operation,
,10,smartphone,general,4614448,https://www.thingiverse.com/thing:4614448,https://cdn.thingiverse.com/assets/9c/94/be/81/c8/card_preview_IMG_20201008_215807.jpg,LiftPod - Multipurpose Foldable Stand,"camera, camera mount, fullcolorplastic, GoPro, iPad, iPad Stand, nintendo switch, phone, Phone Stand, switch",,motor,"smartphone, tablet",constraint,
,,smartphone,general,2120591,https://www.thingiverse.com/thing:2120591,https://cdn.thingiverse.com/renders/61/38/67/0b/f5/4e4b56b01a52f99f1475d9cdcaf53120_preview_card.jpg,Phone Stand,"desk, dock, iphone, iphone 6, iPhone stand, office, phone, phone dock, Phone Stand, smartphone, smartphone stand, stand",,motor,"smartphone, tablet",constraint,
,,smartphone,general,2448971,https://www.thingiverse.com/thing:2448971,https://cdn.thingiverse.com/renders/07/54/ae/94/46/a566bce5257862b931e23823f9ca743e_preview_card.jpg,"Articulating, Wall-Mounted, Magnetic Phone Mount","articulating, magnet, magnetic, mount, phone, stand",,motor,"smartphone, tablet",constraint,
,,smartphone,general,1165406,https://www.thingiverse.com/thing:1165406,https://cdn.thingiverse.com/renders/2d/4d/43/eb/30/IMGP2640_preview_card.jpg,Mini Tripods,"ballhead, tripod",,motor,,,
,,smartphone,general,1319883,https://www.thingiverse.com/thing:1319883,https://cdn.thingiverse.com/renders/c0/9e/e3/46/92/d27359eb000a9aa335d8251487a6e3cc_preview_card.jpg,Ball Stylus Rev 4,"accessibility, adapted device, android, assisitive technology, AssistiveTech, assistive device, customizer, disability, disabled, iOS, iPad, iphone, rehabilitation, tablet, Touchscreen, typing aid",,motor,"smartphone, tablet",actuation-operation,
,,smartphone,general,3294279,https://www.thingiverse.com/thing:3294279,https://cdn.thingiverse.com/renders/a5/0f/3b/af/73/082031d10096d782d76d72b693d9f85c_preview_card.JPG,[K] Anse pour téléphone portable / Phone ring,"aid, assistive device, assistive technology, assitivetech, cellphone, cellular, cell phone, disability, disabled, handicap, Helper, helpful, holder, medical, phone, ring",,motor,"smartphone, tablet",actuation-operation,
,11,keyboard,general,4074766,https://www.thingiverse.com/thing:4074766,https://cdn.thingiverse.com/assets/89/78/96/d3/11/card_preview_2019-08-27_10.02.32.jpg,Keyguard for Lenovo Trackpoint Keyboard KU-1255,"assistive, AssistiveTech",,motor,"laptop, keyboard",indication-tactile,
,,keyboard,general,3186386,https://www.thingiverse.com/thing:3186386,https://cdn.thingiverse.com/renders/cd/45/c6/e5/8b/6b8ce67781af9a4ad500f93439dd68da_preview_card.jpg,"11"" HP Chromebook Keyguard","AssistiveTech, assistive device, assistive technology, occupational therapy",,motor,"laptop, keyboard",indication-tactile,
,,keyboard,general,3619148,https://www.thingiverse.com/thing:3619148,https://cdn.thingiverse.com/renders/65/8f/a0/27/18/086af41b71aac93f8103ea3799010702_preview_card.jpg,Carcasa para Mac Book Pro (Mac Book Pro Keyguard),"AssistiveTech, assistive device, assistive technology, keyguard, occupational therapy",,motor,"laptop, keyboard",indication-tactile,
,12,toaster,general,932075,https://www.thingiverse.com/thing:932075,https://cdn.thingiverse.com/renders/1f/10/fb/e3/60/extractor_preview_card.jpg,Toast Extractor... the safe and easy way to remove toast from a toaster,"bread, breakfast, brucn, brunch, clever, cooking, culinary, design, designer, easy, extract, extractor, food, kitchen, kitchen tool, Kitchen Utensils, money, moving parts, novelty, safe, Safety, save, simple, snack, toast, tongs, tool, tools, unique, utensil",,safety,toaster,actuation-operation,
,13,pen,general,1748254,https://www.thingiverse.com/thing:1748254,https://cdn.thingiverse.com/renders/46/a7/f5/86/bd/f3ccdd27d2000e3f9255a7e3e2c48800_preview_card.jpg,Ring Writer/Painter etc... Clip Assistant Device,,,motor,"pen, brush, pencil",actuation-operation,
,,pen,general,2353621,https://www.thingiverse.com/thing:2353621,https://cdn.thingiverse.com/renders/eb/1c/51/3a/c5/abd4345c12f3da58524132b83ed5939f_preview_card.jpg,OT student project : pen holder helper / support de stylo guide doigts,"AssistiveTech, assistive technology, disabled, ergotherapie, occupational therapy, pen holder",,motor,"pen, brush, pencil",actuation-operation,
,,pen,general,663865,https://www.thingiverse.com/thing:663865,https://cdn.thingiverse.com/renders/c9/8d/b5/94/cb/guidedoigt_preview_card.jpg,Finger guide for pen / Guide doigts crayon,"accessibility, AssistiveTech, assistive device, assistive device for elderly or disabled, disability, ergothrapie, ergotherapie, handicap, occupational therapy, pen, Writing",,motor,"pen, brush, pencil",actuation-operation,
,,pen,general,1104573,https://www.thingiverse.com/thing:1104573,https://cdn.thingiverse.com/renders/03/c4/a3/82/37/DSC_2757_p_preview_card.jpg,Hook,"AssistiveTech, hook, prothesis, prothetic, wristband",,motor,"pen, brush, pencil",actuation-operation,
,,pen,general,2926643,https://www.thingiverse.com/thing:2926643,https://cdn.thingiverse.com/renders/c8/fc/d5/e1/cc/0c856870efe6d3a9bbed3b1c70f6dff8_preview_card.jpg,Drawing Device,"assistive, assistive device, cerebral palsy, drawing tool, hand tools, medical, medical devices, Prosthetic hand, Writing Aid, writing tool",,motor,"pen, brush, pencil",actuation-operation,
,,pen,general,2801185,https://www.thingiverse.com/thing:2801185,https://cdn.thingiverse.com/renders/10/ce/07/8c/a7/5c9f99cd02209ef0e938bf2eedbd4cdc_preview_card.jpg,Clicking Measuring Wheel (Inch),"3dprintable, 3dprinting, access, accessibility, audio, blind, blindness, braille, Children, click, counting, hand, learning, low vision, measuring, modular, pen holder, ruler, School, wheel ruler",,motor,"pen, brush, pencil",actuation-operation,
,,pen,general,2782274,https://www.thingiverse.com/thing:2782274,https://cdn.thingiverse.com/renders/b1/e3/de/9a/82/8d72b134cad78ef6dc5de9f39e0d122a_preview_card.jpeg,PipClip assistive draw,assistive device,,motor,"pen, brush, pencil",actuation-operation,
,,pen,general,2257846,https://www.thingiverse.com/thing:2257846,https://cdn.thingiverse.com/assets/94/5b/60/4f/75/2017-03-24_15.24.21.jpg,Pen to palm adapter,"aid, AssistiveTech, assistive technology, disability, hand tools, occupational therapy, Orthotics, pen, pencil, pencil holder, pen holder, write",,motor,"pen, brush, pencil",actuation-operation,
,,pen,general,1615967,https://www.thingiverse.com/thing:1615967,https://cdn.thingiverse.com/renders/4e/b4/5d/a5/1b/513d771d1cf134b6d5752ea062f710e6_preview_card.jpg,AT Pen Holder,"assistive, AssistiveTech, assistive device, assistive technology",,motor,"pen, brush, pencil",actuation-operation,
,,pen,general,2228287,https://www.thingiverse.com/thing:2228287,https://cdn.thingiverse.com/renders/bb/92/6a/fe/8e/bf8a0b25c78a05a911c7429fe276fc30_preview_card.jpg,[K] Aide maintien crayon (Pen holder),"access, accessibility, aid, AssistiveTech, assistive device, assistive technology, child, Children, crayon, disability, disabled, draw, drawer, drawing, ergotherapie, handicap, helpful, holder, medical, medical devices, occupational therapy, pen, pencil, pencil holder, pen holder, support",,motor,"pen, brush, pencil",actuation-operation,
,,pen,general,2936984,https://www.thingiverse.com/thing:2936984,https://cdn.thingiverse.com/renders/53/28/39/de/3c/33f9a18ddb9c35d9f5cd331bb7bfff0b_preview_card.JPG,Flexible Pen Holder,"assistive, assistive device, FablabShinagawa, fabOT, ictrehab, penholder",,motor,"pen, brush, pencil",actuation-operation,
,,pen,general,3236846,https://www.thingiverse.com/thing:3236846,https://cdn.thingiverse.com/renders/38/01/70/3a/1b/af265eae395f2b000ee4f01f67eae333_preview_card.JPG,3D Printed Pen/Marker Holder,"assistive, AssistiveTech, assistive device, assistive technology, cerebral palsy, holder, marker, pen",,motor,"pen, brush, pencil",actuation-operation,
,,pen,general,4873185,https://www.thingiverse.com/thing:4873185,https://cdn.thingiverse.com/assets/e3/ab/0d/c7/74/card_preview_IMG_20210603_210358_compress54.jpg,Pen holder adaptation,"accessibility, assistive, disability, pen, pen holder, Writing",,motor,"pen, brush, pencil",actuation-operation,
,,pen,general,255326,https://www.thingiverse.com/thing:255326,https://cdn.thingiverse.com/renders/c7/9a/e2/64/67/bubble_grip_detail_preview_card.jpg,Bubble Pencil Grip,"AssistiveTech, ergonomics, grip, pencil",,motor,"pen, brush, pencil",actuation-operation,
,14,cutlery,general,686084,https://www.thingiverse.com/thing:686084,https://cdn.thingiverse.com/renders/35/67/57/71/de/manche_grossi02_preview_card.jpg,Universal hand grip for cutlery / Manche à couvert universel,"accessibility, AssistiveTech, assistive device, assistive device for elderly or disabled, disabled, ergotherapie, ergothrapie, fork utensil eating kitchen, handicap, handler, occupational therapy",,motor,"fork, spoon, knife",actuation-operation,
,,cutlery,general,3903972,https://www.thingiverse.com/thing:3903972,https://cdn.thingiverse.com/assets/bd/f4/00/83/fb/card_preview_IMG_2596.JPG,Palmar cutlery clamp/Pinza palmar para cubiertos,"Accesibilidad, accessibility, ayudas tcnicas, ceapat, clamp, comida, cutlery, Fisioterapia, food, Imserso, occupational therapy, terapia ocupacional",,motor,"fork, spoon, knife",actuation-operation,
,,cutlery,general,3555524,https://www.thingiverse.com/thing:3555524,https://cdn.thingiverse.com/renders/3d/97/5e/9c/5b/574e4bc62d667343f400183c9ca55e99_preview_card.jpg,Universal Spoon Holder,fabOT,,motor,"fork, spoon, knife",actuation-operation,
,,cutlery,general,1971795,https://www.thingiverse.com/thing:1971795,https://cdn.thingiverse.com/renders/7d/e1/a0/77/61/9296576938238e5b3099ca4f06bb0d6e_preview_card.JPG,Enlarged handle with hilt / Manche grossi avec garde,"assistive device, disabled, ergotherapie, kitchen, occupational therapy",,motor,"fork, spoon, knife",actuation-operation,
,,cutlery,general,3357957,https://www.thingiverse.com/thing:3357957,https://cdn.thingiverse.com/renders/9e/5b/2d/34/8c/d591e7ce0bd1edbffcf3fd2ad327d314_preview_card.jpg,Assistive Spoon,,,motor,"fork, spoon, knife",actuation-operation,
,,cutlery,general,2960070,https://www.thingiverse.com/thing:2960070,https://cdn.thingiverse.com/renders/ee/e6/35/ae/59/ad8970037f66fd60aed103344cca945d_preview_card.jpg,Spoon holder,"assistive, assistive device, FablabShinagawa, fabOT, ictrehab",,motor,"fork, spoon, knife",actuation-operation,
,,cutlery,general,4574423,https://www.thingiverse.com/thing:4574423,https://cdn.thingiverse.com/assets/28/8a/c9/31/03/card_preview_Utensil_holder_1.jpg,Utensil Holder,"3dprintable, 3dprinting, accessibility, AssistiveTech, assistive device, dining, disability, eating",,motor,"fork, spoon, knife",actuation-operation,
,,cutlery,general,1816581,https://www.thingiverse.com/thing:1816581,https://cdn.thingiverse.com/renders/cd/12/4a/2d/28/6f74dbd5a7546d6cbd4b78bf53c6542a_preview_card.jpg,Andrew Fork,"Assistive devuce, e-nable, fork, fork handle",,motor,"fork, spoon, knife",actuation-operation,
,,cutlery,general,49936,https://www.thingiverse.com/thing:49936,https://cdn.thingiverse.com/renders/4a/42/44/c9/e7/2013-10-08_13.44.10_preview_card.jpg,Bowers Assistive Fork,"AssistiveTech, aid, assistive, assistive device, assistive technology, disability, eating, fork, handle, holder, independence, mobility, occupational therapy, OT, pipe, utensil",,motor,"fork, spoon, knife",actuation-operation,
,,cutlery,general,1049502,https://www.thingiverse.com/thing:1049502,https://cdn.thingiverse.com/renders/52/64/db/c0/0d/eating_preview_card.jpg,EasyFork - Assistive Tech Challenge,"assistance, AssistiveTech, fork, helpful, kitchen, utensil",,motor,"fork, spoon, knife",actuation-operation,
,,cutlery,general,1692456,https://www.thingiverse.com/thing:1692456,https://cdn.thingiverse.com/renders/3c/30/d2/4c/6e/071003a9d1015b0972734afc7f7c5ca3_preview_card.jpg,Right Angel Utensil Holder,"angle, AssistiveTech, assistive technology, right",,motor,"fork, spoon, knife",actuation-operation,
,,cutlery,general,3765128,https://www.thingiverse.com/thing:3765128,https://cdn.thingiverse.com/assets/e7/0a/f8/19/3c/IMG_4247.jpg,Fork Holder,"AssistiveTech, assistive technology, cubiertos, fork, fork holder, hand, hand tools, ictus, lesin medular, occupational therapy, producto de apoyo, spinal cord injury, stroke, tenedor, terapia ocupacional",,motor,"fork, spoon, knife",actuation-operation,
,15,kitchen utensil,general,4314723,https://www.thingiverse.com/thing:4314723,https://cdn.thingiverse.com/assets/03/b3/59/03/86/card_preview_2020-04-26_17.08.23.jpg,Digitally molded T handle,assistive,,motor,"fork, spoon, knife",actuation-operation,
,,kitchen utensil,type:knife,16174,https://www.thingiverse.com/thing:16174,https://cdn.thingiverse.com/renders/7d/b4/41/d9/c4/IMG_20120118_103110_display_large_preview_card.jpg,Knife Assistant,"assistive device, kitchen, mobility, AssistiveTech, assistive technology, knife assistant",,safety,knife,constraint,
,16,scissors,general,2969607,https://www.thingiverse.com/thing:2969607,https://cdn.thingiverse.com/renders/a5/be/3d/3b/1c/7b3e2fb4a3936ec769df1da1691aee8d_preview_card.jpg,Push scissors,"assistive, assistive device, FablabShinagawa, fabOT, ictrehab",,motor,scissors,actuation-operation,
,17,shoes,general,1724591,https://www.thingiverse.com/thing:1724591,https://cdn.thingiverse.com/renders/5e/71/c0/ce/dc/1ab3a59ce625972d732ad4c78ccb5495_preview_card.jpg,shoe spoon / shoe horn,"shoe, shoe spoon, spoon",,motor,shoes,actuation-operation,
,,shoes,general,3322072,https://www.thingiverse.com/thing:3322072,https://cdn.thingiverse.com/renders/f9/7c/14/15/d2/85d3e76f3a70603646bcfb5b0b9de7ec_preview_card.jpg,Boot Lace Pull,"Boot, handle, lace, laces, pull, shoe, shoelace, shoelaces, Snowboard, snowboarding",,motor,shoes,actuation-operation,
,18,clothing,button,3021066,https://www.thingiverse.com/thing:3021066,https://cdn.thingiverse.com/renders/a6/8d/35/2d/3a/6adb6909946e636b2206745c67fc24b4_preview_card.jpg,Enfile-bouton / Button hook,"aid, AssistiveTech, assistive device, assistive technology, bouton, button, disability, disabled, handicap, Helper, helpful, holder, hook, medical, medical devices, pushbutton, support",,motor,"clothes, buttons",actuation-operation,
,19,socks,general,1094092,https://www.thingiverse.com/thing:1094092,https://cdn.thingiverse.com/renders/b8/b9/b2/22/50/Screenshot_2015-10-20_23.03.33_preview_card.jpg,Sockinator (Sock aid),AssistiveTech,,motor,socks,actuation-operation,
,20,nail clipper,general,2810056,https://www.thingiverse.com/thing:2810056,https://cdn.thingiverse.com/renders/2a/db/a1/c9/d4/0a727ac4d991c8f444c042843324fcd8_preview_card.jpg,Nail Clipper Holder,"3dprintable, 3Dprinted, access, accessibility, dexterity, disability, disabled, finger, hand, handle, nail, nail clip, nail clipper",,motor,nail_clipper,actuation-operation,
,,nail clipper,general,38739,https://www.thingiverse.com/thing:38739,https://cdn.thingiverse.com/renders/39/e5/76/ca/77/nail_clipper_03_preview_card.jpg,Nail Clipper Aid,"bathroom, fingernails, grooming, household, nail clipper, openscad, useful",,motor,nail_clipper,actuation-operation,one-hand tool
,,nail clipper,general,33815,https://www.thingiverse.com/thing:33815,https://cdn.thingiverse.com/renders/2b/b3/a6/c4/61/IMG_3900_preview_card.jpg,Nail Clipper for one hand,"accessibility, laser, laser cutter, nail clipper, self help devices",,motor,nail_clipper,actuation-operation,handle / 2 hand motion
,,nail clipper,general,3236371,https://www.thingiverse.com/thing:3236371,https://cdn.thingiverse.com/renders/5e/49/d0/81/40/c61f1852f37b1241d30ed1fed5df0165_preview_card.JPG,Flipper the clipper (Nailcutter for one hand),"assistive device, flipper, handicapped, helping hand, nail, nail clipper",,motor,nail_clipper,actuation-operation,
,,nail clipper,general,4211020,https://www.thingiverse.com/thing:4211020,https://cdn.thingiverse.com/assets/e4/16/6a/89/ae/card_preview_complete.jpg,Nail Clipper Holder for Toes,"assistive device, FabCareJapan, nail clipper",,motor,nail_clipper,actuation-operation,
,,nail clipper,general,5404760,https://www.thingiverse.com/thing:5404760,https://cdn.thingiverse.com/assets/22/6c/71/c5/d1/card_preview_NailCutterV2_02.jpg,Flipper the clipper V2.1 (Nail cutter V2.1 for one hand),"onehand, OneHanded",,motor,nail_clipper,actuation-operation,
,,nail clipper,general,1079916,https://www.thingiverse.com/thing:1079916,https://cdn.thingiverse.com/renders/c6/52/ac/78/c1/IMG_6965_preview_card.JPG,Adaptive Silverware Handle,,,motor,"fork, spoon, knife",actuation-operation,
,,nail clipper,general,2918330,https://www.thingiverse.com/thing:2918330,https://cdn.thingiverse.com/renders/d4/a7/a7/ec/f1/eb5f2e06402a0fe8f0849335af52e20a_preview_card.JPG,Nail cutter base,"assistive, assistive device, FablabShinagawa, fabOT, ictrehab, nail, nailcutter",,motor,nail_clipper,actuation-operation,
,20,"book, document",general,2105202,https://www.thingiverse.com/thing:2105202,https://cdn.thingiverse.com/renders/b5/e8/5e/f4/f4/ca5c0f7dc6065bcd26df3c64e9a6a194_preview_card.jpg,One Hand Book Holder cnc/laser,"book, book holder, clip, cnc, CNC Router, cool, lasercut, reader, reading, useful, utility, ZenziWerken",,motor,book,constraint,
,,"book, document",general,2752344,https://www.thingiverse.com/thing:2752344,https://cdn.thingiverse.com/renders/80/52/d5/a5/d2/7f1956e71e7bbcc3d45373ebc0f1832f_preview_card.jpg,Thumb book holder,"bookmark, holder, reading",,motor,book,constraint,
,,"book, document",type:document,3192347,https://www.thingiverse.com/thing:3192347,https://cdn.thingiverse.com/renders/fb/19/48/2d/41/a7901339125d3c942fa8403f8dc72285_preview_card.jpg,Signature Guide,"3dprintable, 3dprinting, access, accessibility, assistive, AssistiveTech, assistive device, assistive technology, disabil, disabled, guide, hand, signature, template, Writing, Writing Aid, writing guide",,cue,document,indication-tactile,
,,"book, document",general,3260322,https://www.thingiverse.com/thing:3260322,https://cdn.thingiverse.com/renders/b0/6c/ac/e7/f4/6d4af429f905476b0859714374521f01_preview_card.jpg,Read&Write Guide,"assistive, fabOT",,cue,document,indication-tactile,
,21,toothpaste,general,867811,https://www.thingiverse.com/thing:867811,https://cdn.thingiverse.com/renders/36/e0/e8/e0/7d/Toothpaste_Squeezer_preview_card.jpg,Simple Toothpaste Squeezer,"toothpaste, toothpaste squeezer",,motor,toothpaste,actuation-operation,
,,toothpaste,general,49263,https://www.thingiverse.com/thing:49263,https://cdn.thingiverse.com/renders/31/a7/ca/91/75/photo_2_preview_card.jpg,Paste Pusher Animals,"featured, household, paste pusher, supportless, toothpaste, tooth paste, tube, ultimaker, useful",,motor,toothpaste,actuation-operation,
,,toothpaste,general,1261318,https://www.thingiverse.com/thing:1261318,https://cdn.thingiverse.com/renders/8c/53/8e/8e/a0/72a2c10db146457a7e931d0cc6a3ea99_preview_card.JPG,Toothpaste Squeezer,"acessories, bathroom, roller, squeezer, toothpaste, toothpaste squeezer, tube",,power,toothpaste,actuation-operation,
,,toothpaste,general,3413829,https://www.thingiverse.com/thing:3413829,https://cdn.thingiverse.com/renders/9d/fd/c3/8b/7a/f953a6ce21bfeca485d0a75e1ca56b6e_preview_card.JPG,Toothbrush Toothpaste Aid,,,power,toothbrush,actuation-operation,
,22,toothbrush,general,1936150,https://www.thingiverse.com/thing:1936150,https://cdn.thingiverse.com/renders/24/11/2c/1a/ab/140389a628037c8311b6556f47c55056_preview_card.jpg,Affordable Prosthetic for people without Fingers,"accessibility, AssistiveTech, assistive technology, cup holder, disability, disabled, hand, hand tools, pen, pencil holder, pen holder, RemixChallenge, typing",,motor,toothbrush,actuation-operation,"similar shaped object but different motions from those of pen, cutlery"
,,toothbrush,general,3413829,https://www.thingiverse.com/thing:3413829,https://cdn.thingiverse.com/renders/9d/fd/c3/8b/7a/f953a6ce21bfeca485d0a75e1ca56b6e_preview_card.JPG,Toothbrush Toothpaste Aid,,,motor,toothbrush,actuation-operation,
,,toothbrush,type:electronic,3882190,https://www.thingiverse.com/thing:3882190,https://cdn.thingiverse.com/assets/b3/dd/5b/24/82/card_preview_20190822_071600.jpg,Lever for Pressing Buttons,"accessibility, assistive, assistive device, Assistive devices, assistive tech, assistive technology, disabilities, disability, Disability aid, disabled, enabl3d, handicap device, handicapped, shaver, toothbrush, trimmer, wheelchair",,motor,toothbrush_electronic,actuation-operation,
,23,clock,general,2381829,https://www.thingiverse.com/thing:2381829,https://cdn.thingiverse.com/renders/f7/65/36/f6/f5/e2ee90f1815fb84ef7436b9a3b826fd6_preview_card.JPG,3D Printed Numechron Clock,"clock, mechanism",,cue,clock,"indication-visual, indication-tactile",
,,clock,general,4665793,https://www.thingiverse.com/thing:4665793,https://cdn.thingiverse.com/assets/e5/a1/ca/42/e2/card_preview_touch_clock2.touch.jpg,touch clock2,"assistive, visually impaired",,tactile feedback,clock,indication-tactile,
,,clock,general,4648789,https://www.thingiverse.com/thing:4648789,https://cdn.thingiverse.com/assets/cc/1b/c2/40/e8/card_preview_tehe.jpg,Touch clock,"assistive, visually impaired",,tactile feedback,clock,indication-tactile,
,24,key,general,3805863,https://www.thingiverse.com/thing:3805863,https://cdn.thingiverse.com/renders/52/35/39/7e/ae/ebf46dcc2d68b34c69cbb8fe63b0b314_preview_card.JPG,"Knauf für Schlüssel, Knob for key","assistive, closet, Drehknauf, drehknopf, key, knauf, knob",,motor,key,actuation-operation,
"there are a lot more similar items like this, e.g., https://www.thingiverse.com/thing:2802082",,key,general,1852950,https://www.thingiverse.com/thing:1852950,https://cdn.thingiverse.com/renders/11/e3/d6/0e/af/7499a32917cd2f6b8e4d359a1cb0ecd3_preview_card.jpg,Open Assistive Technology - Key Turner,"3dprintable, 3dprinting, accessibility, AssistiveTech, assistive device, assistive technology, disability, disabled, hand, handle, holder, medical, useful",,motor,key,actuation-operation,
,,key,general,4903192,https://www.thingiverse.com/thing:4903192,https://cdn.thingiverse.com/assets/af/bf/cb/1e/6c/card_preview_OvalHandle2.jpg,Key turner with lever handle,"arthritis, AssistiveTech, disability, Disability aid, key, key handle, key turner, tendonitis",,motor,key,actuation-operation,
,25,wall,general,2982612,https://www.thingiverse.com/thing:2982612,https://cdn.thingiverse.com/renders/e3/cf/e5/f8/22/9a79ae4353091b5e7fd5090856cc6933_preview_card.jpg,Conspicious corner guard,"assistive, assistive device, FablabShinagawa, fabOT, ictrehab",,motor,corner,constraint,